Bin_ID,Bin_Type,Electoral_Area,Irish_X,Irish_Y
WMS1179,Class A,MOUNTJOY A,-6.252581,53.351089
WMS0511,Class A,BALLYMUN C,-6.263743,53.396362
WMS1439,Class A,CLONTARF EAST A,-6.178209,53.376439
WMS3479,Class B,CLONTARF EAST A,-6.177812,53.379583
WMS2577,Class B,GRACE PARK,-6.240225,53.375663
WMS0955,Class A,RATHMINES WEST F,-6.265612,53.323253
WMS0323,Class A,NORTH CITY,-6.266243,53.350319
WMS2683,Class B,DRUMCONDRA SOUTH A,-6.250812,53.375102
WMS3762,Class B,ROTUNDA B,-6.268894,53.352405
WMS2935,Class B,INNS QUAY B,-6.265466,53.355808
WMS0357,Class A,NORTH CITY,-6.26794,53.346548
WMS4016,Cast Iron,BALLYGALL A,-6.298699,53.388792
WMS1667,Dog Bin,CLONTARF WEST B,-6.212523,53.377737
WMS0154,Class A,BOTANIC C,-6.25929,53.362086
WMS3605,Class B,CABRA EAST C,-6.287344,53.359255
WMS2592,Class B,CLONTARF WEST E,-6.235847,53.370637
WMS1687,Dog Bin,GRANGE C,-6.154914,53.395939
WMS2874,Class B,BALLYBOUGH B,-6.252965,53.361535
WMS2568,Class B,GRACE PARK,-6.233869,53.37082
WMS0606,Class A,ROYAL EXCHANGE B,-6.263337,53.340566
WMS0107,Class A,NORTH DOCK C,-6.253317,53.349368
WMS3932,Class B,CLONTARF EAST C,-6.197591,53.364046
WMS2169,Class B,BALLYMUN C,-6.262381,53.395845
WMS3453,Class B,CLONTARF WEST C,-6.225021,53.36551
WMS2308,Class B,BEAUMONT C,-6.211368,53.386695
WMS3112,Class B,RATHMINES EAST B,-6.235112,53.321327
WMS3406,Class B,INCHICORE A,-6.325309,53.336775
WMS4590,Cast Iron,INNS QUAY C,-6.270797,53.352807
WMS4305,Cast Iron,INNS QUAY C,-6.26974,53.352466
WMS3438,Class B,WALKINSTOWN A,-6.329389,53.324111
WMS0550,Class A,ROYAL EXCHANGE B,-6.264432,53.342444
WMS3333,Class B,WALKINSTOWN B,-6.330997,53.320888
WMS2092,Class B,BALLYGALL B,-6.287327,53.390315
WMS1256,Bigbelly Bin,SOUTH DOCK,-6.235684,53.344101
WMS3201,Class B,RATHMINES WEST A,-6.278496,53.324164
WMS3944,Class B,KIMMAGE C,-6.283669,53.321883
WMS4520,Cast Iron,CRUMLIN F,-6.327454,53.324281
WMS3670,Class B,CRUMLIN D,-6.315207,53.321621
WMS3772,Class B,ASHTOWN A,-6.321111,53.372462
WMS0287,Class A,NORTH CITY,-6.268598,53.34845
WMS0386,Class A,NORTH CITY,-6.263543,53.347823
WMS1610,Class A,NORTH CITY,-6.263488,53.351407
WMS2590,Class B,CLONTARF WEST E,-6.2374,53.365817
WMS0580,Class A,ROYAL EXCHANGE A,-6.267128,53.337565
WMS4710,Cast Iron,GRANGE C,-6.160957,53.394518
WMS4211,Cast Iron,ROTUNDA A,-6.259305,53.356549
WMS1014,Class A,NORTH CITY,-6.263713,53.351295
WMS3763,Class B,INNS QUAY C,-6.268668,53.352742
WMS3596,Class B,RATHMINES EAST B,-6.238416,53.314511
WMS0155,Class A,BOTANIC C,-6.258967,53.362425
WMS4024,Cast Iron,KILMORE A,-6.230837,53.398089
WMS4619,Cast Iron,MERCHANTS QUAY A,-6.275738,53.344056
WMS2756,Class B,CABRA EAST A,-6.279098,53.360923
WMS1074,Bigbelly Bin,GRACE PARK,-6.22346,53.376875
WMS0199,Class A,PEMBROKE EAST A,-6.224246,53.343467
WMS2747,Class B,BOTANIC A,-6.277041,53.369503
WMS2538,Class B,CLONTARF WEST A,-6.209566,53.37555
WMS3678,Class B,KIMMAGE D,-6.292665,53.320731
WMS0439,Class A,INNS QUAY C,-6.274455,53.345737
WMS2610,Class B,CLONTARF EAST C,-6.203021,53.360333
WMS2709,Class B,DRUMCONDRA SOUTH C,-6.260302,53.375155
WMS0305,Class A,ROTUNDA A,-6.26289,53.3541
WMS1636,Dog Bin,FINGLAS NORTH C,-6.293271,53.394591
WMS4032,Cast Iron,KILMORE A,-6.230963,53.400427
WMS0952,Class A,RATHMINES WEST C,-6.265724,53.321849
WMS2958,Class B,INNS QUAY C,-6.271311,53.346348
WMS2207,Class B,WHITEHALL A,-6.25519,53.386384
WMS0594,Class A,MERCHANTS QUAY B,-6.272312,53.342468
WMS1460,Bigbelly Bin,USHERS C,-6.290813,53.334005
WMS3708,Class B,BALLYMUN C,-6.2595,53.400385
WMS4362,Cast Iron,SOUTH DOCK,-6.249838,53.333412
WMS3646,Class B,KIMMAGE B,-6.296934,53.321211
WMS4296,Cast Iron,NORTH CITY,-6.267354,53.348795
WMS2946,Class B,INNS QUAY C,-6.272827,53.346917
WMS3147,Class B,RATHMINES EAST B,-6.244228,53.319978
WMS0143,Class A,MOUNTJOY A,-6.253327,53.350977
WMS2074,Class B,BALLYMUN E,-6.275337,53.392153
WMS4399,Cast Iron,MANSION HOUSE A,-6.249817,53.343126
WMS3741,Class B,PEMBROKE EAST D,-6.201389,53.312424
WMS3433,Class B,DRUMFINN,-6.358727,53.34864
WMS4666,Cast Iron,MOUNTJOY A,-6.253651,53.353592
WMS2131,Class B,BALLYGALL C,-6.268593,53.386067
WMS1157,Bigbelly Bin,MOUNTJOY A,-6.253076,53.35554
WMS0448,Class A,WOOD QUAY A,-6.270746,53.345001
WMS2143,Class B,WHITEHALL A,-6.263141,53.387346
WMS3721,Class B,KIMMAGE B,-6.295309,53.323373
WMS1130,Bigbelly Bin,MANSION HOUSE A,-6.256911,53.3473
WMS0509,Class A,MANSION HOUSE A,-6.256292,53.346029
WMS0421,Class A,NORTH CITY,-6.268556,53.346083
WMS3878,Class B,GRACE PARK,-6.229293,53.376756
WMS4090,Cast Iron,CARNA,-6.357596,53.342421
WMS0680,Class A,MANSION HOUSE B,-6.256438,53.337519
WMS4084,Cast Iron,CLONTARF EAST A,-6.176729,53.380048
WMS0689,Class A,MANSION HOUSE B,-6.261429,53.338759
WMS4451,Cast Iron,SAINT KEVIN'S,-6.262257,53.331974
WMS0068,Class A,BOTANIC C,-6.258119,53.363318
WMS4131,Cast Iron,BOTANIC B,-6.265453,53.368579
WMS3575,Class B,BALLYGALL A,-6.298033,53.388049
WMS2960,Class B,ARRAN QUAY C,-6.274866,53.34833
WMS1684,Dog Bin,BEAUMONT D,-6.220586,53.382517
WMS3923,Class B,BALLYGALL C,-6.274179,53.390088
WMS4221,Cast Iron,ROTUNDA A,-6.264567,53.355543
WMS4539,Cast Iron,DRUMFINN,-6.354457,53.342351
WMS2678,Class B,CLONTARF WEST D,-6.237253,53.36217
WMS2306,Class B,BEAUMONT C,-6.214588,53.386899
WMS0470,Class A,ROYAL EXCHANGE A,-6.265652,53.344098
WMS3132,Class B,RATHMINES EAST B,-6.238409,53.322935
WMS2214,Class B,WHITEHALL B,-6.24442,53.387622
WMS1690,Dog Bin,GRANGE A,-6.167865,53.399476
WMS3731,Class B,BALLYGALL C,-6.266457,53.379557
WMS0322,Class A,NORTH CITY,-6.265683,53.350517
WMS1623,Class A,MANSION HOUSE B,-6.259424,53.342784
WMS1042,Class A,MANSION HOUSE A,-6.259145,53.3434
WMS2944,Class B,INNS QUAY C,-6.272611,53.350323
WMS0369,Class A,NORTH CITY,-6.260057,53.34825
WMS3619,Class B,CLONTARF EAST B,-6.194632,53.36715
WMS3802,Class B,BOTANIC A,-6.268707,53.374499
WMS4300,Cast Iron,ROTUNDA B,-6.269589,53.351382
WMS4428,Cast Iron,SAINT KEVIN'S,-6.258578,53.332829
WMS3648,Class B,KIMMAGE A,-6.308901,53.319999
WMS3069,Class B,PEMBROKE EAST A,-6.224283,53.340238
WMS1146,Bigbelly Bin,ROYAL EXCHANGE A,-6.267491,53.34543
WMS0207,Class A,NORTH CITY,-6.257904,53.347778
WMS1643,Dog Bin,BOTANIC A,-6.27495,53.377146
WMS4392,Cast Iron,SOUTH DOCK,-6.246472,53.339722
WMS0050,Class A,CLONTARF EAST B,-6.192664,53.357724
WMS2957,Class B,INNS QUAY C,-6.270934,53.346279
WMS3428,Class B,DRUMFINN,-6.358411,53.344342
WMS3906,Class B,BEAUMONT F,-6.235167,53.3849
WMS2237,Class B,WHITEHALL C,-6.244664,53.390218
WMS2775,Class B,CABRA EAST C,-6.288585,53.35734
WMS1649,Dog Bin,WHITEHALL A,-6.265049,53.384657
WMS3016,Class B,PEMBROKE WEST A,-6.23159,53.341004
WMS1289,Bigbelly Bin,SOUTH DOCK,-6.242137,53.346223
WMS3376,Class B,INCHICORE B,-6.338694,53.328037
WMS0053,Class A,CLONTARF EAST B,-6.187765,53.358851
WMS3592,Class B,ARRAN QUAY B,-6.275731,53.351267
WMS1703,Dog Bin,KIMMAGE C,-6.295609,53.324051
WMS1462,Bigbelly Bin,NORTH DOCK B,-6.235,53.349745
WMS3086,Class B,PEMBROKE EAST E,-6.227316,53.328066
WMS1403,Class A,MANSION HOUSE A,-6.257105,53.347017
WMS1779,Bigbelly Bin,PRIORSWOOD C,-6.194424,53.401343
WMS3040,Class B,PEMBROKE EAST B,-6.222269,53.337623
WMS0922,Bigbelly Bin,PEMBROKE WEST C,-6.244644,53.333589
WMS1004,Class A,ROTUNDA B,-6.263898,53.351458
WMS3017,Class B,PEMBROKE WEST A,-6.232458,53.339931
WMS3949,Class B,WHITEHALL B,-6.248075,53.386663
WMS0623,Class A,ROYAL EXCHANGE B,-6.260593,53.341072
WMS2528,Class B,CLONTARF WEST B,-6.209573,53.372861
WMS3977,Class B,TERENURE B,-6.283465,53.31031
WMS0374,Class A,NORTH CITY,-6.262353,53.348029
WMS1605,Bigbelly Bin,SOUTH DOCK,-6.230703,53.345522
WMS4550,Cast Iron,KYLEMORE,-6.35255,53.342071
WMS1796,Bigbelly Bin,KILMORE D,-6.200627,53.389423
WMS1625,Class A,ROYAL EXCHANGE B,-6.260714,53.340892
WMS4169,Cast Iron,RAHENY-St. ASSAM,-6.165608,53.379898
WMS4265,Cast Iron,MOUNTJOY A,-6.249238,53.353583
WMS2268,Class B,BEAUMONT B,-6.229244,53.387023
WMS2905,Class B,ARRAN QUAY D,-6.2933,53.354691
WMS3544,Class B,CRUMLIN D,-6.31394,53.325091
WMS4227,Cast Iron,ROTUNDA A,-6.259504,53.354937
WMS2477,Class B,HARMONSTOWN B,-6.194634,53.378004
WMS4527,Cast Iron,DRUMFINN,-6.351408,53.342352
WMS1007,Class A,ROTUNDA B,-6.262891,53.351996
WMS0858,Class A,MERCHANTS QUAY E,-6.278853,53.331698
WMS2973,Class B,PEMBROKE WEST A,-6.235416,53.341944
WMS4355,Cast Iron,SAINT KEVIN'S,-6.257777,53.33486
WMS0916,Bigbelly Bin,PEMBROKE WEST C,-6.243612,53.333174
WMS0091,Class A,ROTUNDA A,-6.2632,53.357854
WMS1056,Class A,BALLYMUN B,-6.268912,53.401477
WMS3445,Class B,CLONTARF EAST A,-6.176975,53.379235
WMS2209,Class B,WHITEHALL B,-6.249889,53.384742
WMS3411,Class B,KILMAINHAM B,-6.326265,53.340091
WMS4376,Cast Iron,SOUTH DOCK,-6.247459,53.338205
WMS0276,Class A,NORTH CITY,-6.265364,53.349028
WMS1782,Bigbelly Bin,CLONTARF EAST B,-6.163822,53.373675
WMS3781,Class B,PRIORSWOOD D,-6.200694,53.395498
WMS0152,Class A,BALLYBOUGH B,-6.258814,53.362242
WMS3788,Class B,KILMORE A,-6.229142,53.397562
WMS2027,Class B,FINGLAS NORTH C,-6.292589,53.396903
WMS3953,Class B,GRANGE E,-6.181368,53.38733
WMS2202,Class B,WHITEHALL B,-6.256741,53.387051
WMS3783,Class B,FINGLAS NORTH B,-6.299552,53.388184
WMS2860,Class B,MOUNTJOY B,-6.25473,53.358259
WMS2499,Class B,RAHENY-St. ASSAM,-6.172081,53.38065
WMS0360,Class A,NORTH CITY,-6.265544,53.346323
WMS4157,Cast Iron,NORTH DOCK B,-6.239393,53.350566
WMS2866,Class B,INNS QUAY B,-6.270298,53.360557
WMS0642,Class A,ROYAL EXCHANGE B,-6.261188,53.343683
WMS1262,Bigbelly Bin,SOUTH DOCK,-6.236486,53.342233
WMS2972,Class B,PEMBROKE WEST A,-6.231924,53.341518
WMS3825,Class B,WOOD QUAY B,-6.27409,53.334705
WMS1464,Bigbelly Bin,ROYAL EXCHANGE A,-6.26168,53.346268
WMS0485,Class A,ROYAL EXCHANGE A,-6.261124,53.344646
WMS2321,Class B,CLONTARF WEST B,-6.216111,53.376834
WMS1773,Class A,ROYAL EXCHANGE B,-6.262214,53.341019
WMS4465,Cast Iron,CHAPELIZOD,-6.341039,53.347694
WMS3388,Class B,KILMAINHAM C,-6.312513,53.339684
WMS1328,Class A,GRANGE C,-6.163398,53.395153
WMS4002,Cast Iron,BOTANIC A,-6.268031,53.37065
WMS4103,Cast Iron,CLONTARF EAST A,-6.179405,53.379338
WMS0159,Class A,NORTH CITY,-6.255806,53.350551
WMS0900,Bigbelly Bin,PEMBROKE EAST C,-6.206323,53.323617
WMS3701,Class B,BALLYMUN D,-6.267895,53.397776
WMS0807,Class A,MANSION HOUSE B,-6.260118,53.341204
WMS0520,Class A,BALLYGALL C,-6.271152,53.389765
WMS4371,Cast Iron,SOUTH DOCK,-6.245345,53.334392
WMS2414,Class B,EDENMORE,-6.182409,53.390798
WMS4408,Cast Iron,MANSION HOUSE A,-6.256607,53.346023
WMS2881,Class B,BALLYBOUGH A,-6.241588,53.358404
WMS4504,Cast Iron,MERCHANTS QUAY C,-6.285953,53.33749
WMS4608,Cast Iron,SAINT KEVIN'S,-6.256307,53.332538
WMS4477,Cast Iron,USHERS B,-6.285458,53.343615
WMS2157,Class B,BALLYGALL C,-6.265923,53.381562
WMS3310,Class B,USHERS F,-6.301318,53.338844
WMS3687,Class B,BALLYGALL B,-6.284345,53.384421
WMS0409,Class A,NORTH CITY,-6.265199,53.346238
WMS1263,Bigbelly Bin,SOUTH DOCK,-6.236513,53.342079
WMS3787,Class B,BEAUMONT C,-6.202795,53.384928
WMS3284,Class B,USHERS A,-6.296203,53.34265
WMS1119,Bigbelly Bin,NORTH CITY,-6.26089,53.347059
WMS4643,Cast Iron,USHERS C,-6.287639,53.340431
WMS2364,Class B,KILMORE C,-6.21208,53.395287
WMS1320,Class A,WHITEHALL C,-6.245395,53.396026
WMS0378,Class A,NORTH CITY,-6.264288,53.349061
WMS0514,Class A,ASHTOWN A,-6.318312,53.37358
WMS2918,Class B,ARRAN QUAY D,-6.293413,53.34812
WMS1630,Dog Bin,CABRA WEST A,-6.309927,53.37743
WMS4579,Cast Iron,BEAUMONT B,-6.218895,53.385275
WMS2419,Class B,HARMONSTOWN A,-6.195172,53.389121
WMS1364,Bigbelly Bin,HARMONSTOWN B,-6.198635,53.380363
WMS2515,Class B,CLONTARF EAST E,-6.202075,53.372468
WMS2842,Class B,DRUMCONDRA SOUTH C,-6.255348,53.368708
WMS4411,Cast Iron,MANSION HOUSE A,-6.256533,53.346881
WMS1159,Bigbelly Bin,SOUTH DOCK,-6.247557,53.333731
WMS3913,Class B,BEAUMONT E,-6.224974,53.377397
WMS0059,Class A,CLONTARF EAST B,-6.179226,53.362235
WMS4182,Cast Iron,ARRAN QUAY E,-6.285754,53.353405
WMS0086,Class A,BALLYBOUGH B,-6.260876,53.359948
WMS2052,Class B,FINGLAS NORTH B,-6.300224,53.387978
WMS3566,Class B,CLONTARF WEST C,-6.222014,53.37252
WMS4138,Cast Iron,BALLYBOUGH A,-6.248481,53.357532
WMS3697,Class B,BALLYMUN B,-6.265166,53.400917
WMS1342,Bigbelly Bin,WALKINSTOWN C,-6.315229,53.319229
WMS4646,Cast Iron,ROYAL EXCHANGE A,-6.267486,53.34082
WMS4352,Cast Iron,MANSION HOUSE B,-6.253417,53.335515
WMS0225,Class A,NORTH CITY,-6.260378,53.350626
WMS1346,Bigbelly Bin,USHERS C,-6.288886,53.343342
WMS3970,Class B,WHITEHALL A,-6.265685,53.380434
WMS0579,Class A,ROYAL EXCHANGE A,-6.266578,53.338313
WMS1472,Class A,SAINT KEVIN'S,-6.256138,53.335121
WMS0979,Class A,MERCHANTS QUAY C,-6.273177,53.336531
WMS3474,Class B,INCHICORE A,-6.326685,53.33575
WMS4507,Cast Iron,MERCHANTS QUAY C,-6.279362,53.338802
WMS1147,Bigbelly Bin,ROYAL EXCHANGE A,-6.267438,53.345054
WMS1626,Class A,MANSION HOUSE B,-6.260498,53.341052
WMS0273,Class A,NORTH CITY,-6.264982,53.3491
WMS4079,Cast Iron,CLONTARF EAST A,-6.175789,53.381412
WMS3259,Class B,TERENURE C,-6.299832,53.307382
WMS3973,Class B,BALLYGALL C,-6.264979,53.389137
WMS2851,Class B,BALLYBOUGH B,-6.256768,53.358916
WMS4536,Cast Iron,DRUMFINN,-6.353843,53.342434
WMS1665,Dog Bin,WHITEHALL D,-6.238514,53.384937
WMS4350,Cast Iron,MANSION HOUSE B,-6.252847,53.335839
WMS0587,Class A,MERCHANTS QUAY B,-6.272417,53.339408
WMS0065,Class A,CLONTARF EAST B,-6.173025,53.366873
WMS4320,Cast Iron,WOOD QUAY A,-6.271297,53.3391
WMS0954,Class A,RATHMINES WEST F,-6.266813,53.321618
WMS3273,Class B,TERENURE A,-6.28676,53.315653
WMS1651,Dog Bin,DRUMCONDRA SOUTH A,-6.250883,53.367656
WMS4329,Cast Iron,MANSION HOUSE B,-6.254586,53.337762
WMS1638,Dog Bin,NORTH DOCK B,-6.238583,53.356021
WMS0921,Bigbelly Bin,PEMBROKE WEST C,-6.243525,53.3324
WMS4042,Cast Iron,BEAUMONT B,-6.217977,53.384372
WMS1024,Class A,NORTH CITY,-6.259692,53.348431
WMS3797,Class B,WALKINSTOWN A,-6.334985,53.318225
WMS3928,Class B,BALLYMUN F,-6.285517,53.392972
WMS0953,Class A,RATHMINES WEST D,-6.266311,53.321606
WMS4134,Cast Iron,ARRAN QUAY D,-6.297783,53.352004
WMS3587,Class B,FINGLAS NORTH A,-6.311068,53.395199
WMS4537,Cast Iron,DRUMFINN,-6.354056,53.34246
WMS3733,Class B,BALLYMUN A,-6.278151,53.397408
WMS4521,Cast Iron,WALKINSTOWN B,-6.326868,53.324092
WMS3454,Class B,WHITEHALL A,-6.264885,53.386805
WMS2101,Class B,BALLYMUN E,-6.276311,53.390322
WMS0490,Class A,ROYAL EXCHANGE A,-6.262914,53.344311
WMS1799,Bigbelly Bin,WHITEHALL D,-6.243383,53.384168
WMS0316,Class A,ROTUNDA B,-6.264332,53.352654
WMS2981,Class B,SAINT KEVIN'S,-6.267138,53.331203
WMS0104,Class A,ROTUNDA A,-6.261871,53.356553
WMS0102,Class A,MOUNTJOY B,-6.258507,53.356412
WMS1118,Bigbelly Bin,NORTH CITY,-6.261371,53.346942
WMS4573,Cast Iron,KILMAINHAM C,-6.316351,53.338769
WMS0427,Class A,INNS QUAY C,-6.272994,53.34565
WMS2561,Class B,DRUMCONDRA SOUTH A,-6.245531,53.374455
WMS0218,Class A,NORTH CITY,-6.259681,53.348961
WMS4143,Cast Iron,NORTH DOCK C,-6.246194,53.354452
WMS4166,Cast Iron,NORTH DOCK C,-6.246063,53.34859
WMS1083,Bigbelly Bin,CABRA EAST B,-6.284143,53.361145
WMS4234,Cast Iron,MOUNTJOY A,-6.250853,53.356334
WMS2597,Class B,DRUMCONDRA SOUTH A,-6.244945,53.371575
WMS0944,Class B,RATHMINES WEST B,-6.2646,53.327563
WMS3776,Class B,RATHMINES WEST E,-6.2795,53.317891
WMS0595,Class A,WOOD QUAY A,-6.272033,53.342201
WMS1433,Class A,ASHTOWN A,-6.318422,53.368995
WMS4288,Cast Iron,MANSION HOUSE A,-6.248089,53.345957
WMS3964,Class B,ASHTOWN A,-6.328257,53.371544
WMS1174,Bigbelly Bin,PEMBROKE EAST B,-6.21589,53.331831
WMS0978,Class A,MERCHANTS QUAY B,-6.274168,53.343185
WMS0822,Class A,MANSION HOUSE A,-6.255938,53.342575
WMS2273,Class B,BEAUMONT B,-6.226499,53.385521
WMS0098,Class A,INNS QUAY A,-6.261235,53.359958
WMS2335,Class B,KILMORE D,-6.198769,53.388633
WMS4360,Cast Iron,SAINT KEVIN'S,-6.257503,53.335479
WMS4712,Cast Iron,WOOD QUAY A,-6.2706,53.338474
WMS2765,Class B,CABRA WEST B,-6.295821,53.36719
WMS2153,Class B,BALLYGALL C,-6.265606,53.379432
WMS1004,Class A,PEMBROKE EAST A,-6.225564,53.343176
WMS3943,Class B,TERENURE A,-6.279001,53.319159
WMS4542,Cast Iron,DRUMFINN,-6.352862,53.342241
WMS0742,Class A,MANSION HOUSE B,-6.256076,53.335332
WMS0136,Class A,MOUNTJOY A,-6.251577,53.351242
WMS4488,Cast Iron,MERCHANTS QUAY B,-6.277212,53.342781
WMS4119,Cast Iron,CLONTARF EAST D,-6.209314,53.363589
WMS0150,Class A,NORTH CITY,-6.255577,53.350493
WMS1718,Class A,ROYAL EXCHANGE B,-6.2597,53.342424
WMS3868,Class B,DRUMCONDRA SOUTH B,-6.257345,53.363797
WMS0370,Class A,NORTH CITY,-6.260297,53.34822
WMS1108,Bigbelly Bin,WALKINSTOWN B,-6.326307,53.324147
WMS1704,Dog Bin,KIMMAGE C,-6.294286,53.322258
WMS1148,Bigbelly Bin,ROYAL EXCHANGE A,-6.267298,53.344631
WMS0956,Class A,CLONTARF WEST D,-6.234727,53.36334
WMS3098,Class B,PEMBROKE WEST B,-6.237644,53.322653
WMS3773,Class B,ASHTOWN A,-6.32082,53.372459
WMS3653,Class B,KIMMAGE E,-6.309508,53.316918
WMS2928,Class B,INNS QUAY A,-6.265726,53.358136
WMS3578,Class B,WALKINSTOWN A,-6.329169,53.322969
WMS2522,Class B,CLONTARF EAST D,-6.207009,53.370755
WMS2645,Class B,CLONTARF EAST C,-6.194942,53.367575
WMS4180,Cast Iron,MOUNTJOY B,-6.258958,53.357004
WMS4247,Cast Iron,ROTUNDA A,-6.257064,53.354292
WMS3828,Class B,AYRFIELD,-6.181987,53.396639
WMS2289,Class B,BEAUMONT C,-6.212316,53.382717
WMS4299,Cast Iron,ROTUNDA B,-6.269831,53.351098
WMS2148,Class B,WHITEHALL A,-6.264878,53.385365
WMS0188,Class A,NORTH CITY,-6.256931,53.348105
WMS4405,Cast Iron,MANSION HOUSE A,-6.249895,53.345541
WMS0191,Class A,NORTH CITY,-6.255624,53.348318
WMS0596,Class A,WOOD QUAY A,-6.269947,53.342554
WMS4400,Cast Iron,MANSION HOUSE A,-6.250323,53.342648
WMS0778,Class A,SAINT KEVIN'S,-6.258961,53.330983
WMS2205,Class B,WHITEHALL B,-6.25045,53.384865
WMS0700,Class A,SAINT KEVIN'S,-6.263156,53.335212
WMS3204,Class B,RATHMINES WEST F,-6.278842,53.320633
WMS3798,Class B,KIMMAGE C,-6.289933,53.325952
WMS0643,Class A,ROYAL EXCHANGE A,-6.261569,53.343656
WMS4549,Cast Iron,INCHICORE A,-6.322015,53.338666
WMS2257,Class B,WHITEHALL D,-6.243824,53.382155
WMS0010,Class A,BALLYMUN B,-6.264042,53.399124
WMS3573,Class B,TERENURE B,-6.295824,53.314818
WMS1710,Dog Bin,PEMBROKE EAST B,-6.221264,53.336788
WMS3808,Class B,MERCHANTS QUAY F,-6.282944,53.333258
WMS1755,Bigbelly Bin,NORTH DOCK C,-6.244422,53.356401
WMS3222,Class B,TERENURE B,-6.283627,53.309968
WMS4413,Cast Iron,MANSION HOUSE A,-6.255023,53.345803
WMS0277,Class A,PEMBROKE EAST D,-6.232533,53.31365
WMS3735,Class B,MOUNTJOY B,-6.261011,53.359612
WMS3087,Class B,PEMBROKE EAST E,-6.225813,53.327622
WMS0281,Class A,MANSION HOUSE B,-6.25402,53.33339
WMS1744,Bigbelly Bin,BALLYBOUGH A,-6.247524,53.358122
WMS2787,Class B,ASHTOWN B,-6.309249,53.3651
WMS3981,Class B,CRUMLIN B,-6.307275,53.328071
WMS1622,Class A,NORTH CITY,-6.263178,53.351553
WMS3714,Class B,KILMORE D,-6.214612,53.390128
WMS4254,Cast Iron,NORTH CITY,-6.25446,53.350608
WMS0241,Class A,NORTH CITY,-6.260178,53.349144
WMS2879,Class B,BALLYBOUGH A,-6.246149,53.355319
WMS2475,Class B,HARMONSTOWN B,-6.199208,53.382315
WMS1315,Class A,WHITEHALL C,-6.246053,53.392249
WMS0586,Class A,MERCHANTS QUAY B,-6.272666,53.339449
WMS2270,Class B,BEAUMONT B,-6.228819,53.390413
WMS1285,Bigbelly Bin,NORTH DOCK C,-6.242407,53.349255
WMS0342,Class A,ROTUNDA B,-6.269238,53.349526
WMS2557,Class B,DRUMCONDRA SOUTH C,-6.251103,53.375959
WMS1454,Class A,RATHFARNHAM,-6.273665,53.312067
WMS0914,Bigbelly Bin,PEMBROKE WEST C,-6.238836,53.332496
WMS2345,Class B,KILMORE D,-6.202875,53.391216
WMS1254,Bigbelly Bin,SOUTH DOCK,-6.233539,53.343979
WMS1026,Class A,ROTUNDA A,-6.261221,53.352491
WMS3812,Class B,CLONTARF WEST D,-6.241112,53.362575
WMS4615,Cast Iron,MERCHANTS QUAY C,-6.282848,53.340584
WMS3715,Class B,GRANGE D,-6.170931,53.389094
WMS4251,Cast Iron,MOUNTJOY A,-6.255305,53.352136
WMS2312,Class B,BEAUMONT C,-6.206866,53.383731
WMS3726,Class B,CLONTARF WEST A,-6.21223,53.378797
WMS3216,Class B,TERENURE D,-6.283421,53.305161
WMS0868,Class A,KILMORE D,-6.201065,53.387877
WMS3343,Class B,CRUMLIN F,-6.316682,53.325742
WMS2071,Class B,FINGLAS NORTH C,-6.292492,53.394195
WMS2392,Class B,HARMONSTOWN A,-6.195184,53.391146
WMS1303,Bigbelly Bin,MANSION HOUSE A,-6.252863,53.347345
WMS4639,Cast Iron,PEMBROKE EAST B,-6.215575,53.332353
WMS2291,Class B,BEAUMONT D,-6.21459,53.383867
WMS4538,Cast Iron,DRUMFINN,-6.354384,53.342484
WMS2415,Class B,AYRFIELD,-6.183381,53.390882
WMS2581,Class B,GRACE PARK,-6.239998,53.37546
WMS2793,Class B,ASHTOWN A,-6.331875,53.377382
WMS0418,Class A,ASHTOWN A,-6.323929,53.373642
WMS2297,Class B,KILMORE D,-6.215,53.390236
WMS1474,Class A,NORTH CITY,-6.258958,53.34996
WMS3533,Class B,DRUMCONDRA SOUTH C,-6.257007,53.374381
WMS0064,Class A,CLONTARF EAST B,-6.174219,53.365979
WMS0127,Class A,MOUNTJOY A,-6.250873,53.352126
WMS2357,Class B,PRIORSWOOD D,-6.199886,53.394888
WMS2461,Class B,GRANGE D,-6.168592,53.388972
WMS0737,Class A,MANSION HOUSE B,-6.256618,53.336832
WMS3588,Class B,FINGLAS SOUTH C,-6.305608,53.3802
WMS3426,Class B,DRUMFINN,-6.368087,53.343486
WMS4652,Cast Iron,MANSION HOUSE A,-6.250837,53.345722
WMS1787,Bigbelly Bin,CLONTARF EAST A,-6.178343,53.379763
WMS4475,Cast Iron,USHERS B,-6.283072,53.343459
WMS1709,Dog Bin,SOUTH DOCK,-6.24267,53.342948
WMS0491,Class A,ROYAL EXCHANGE A,-6.265045,53.344247
WMS1358,Class A,BALLYMUN C,-6.262686,53.396244
WMS4112,Cast Iron,WHITEHALL A,-6.254228,53.377741
WMS0153,Class A,BALLYBOUGH B,-6.259238,53.361775
WMS2510,Class B,CLONTARF EAST A,-6.192586,53.375918
WMS4184,Cast Iron,ARRAN QUAY B,-6.285247,53.35335
WMS0552,Class A,ROYAL EXCHANGE B,-6.2643,53.342796
WMS1084,Bigbelly Bin,CABRA EAST A,-6.271933,53.360793
WMS2580,Class B,GRACE PARK,-6.239371,53.375538
WMS4582,Cast Iron,ROTUNDA B,-6.270466,53.349252
WMS1169,Class A,MANSION HOUSE B,-6.260124,53.3399
