Bin_ID,Bin_Type,Electoral_Area,Irish_X,Irish_Y
WMS0379,Class A,NORTH CITY,-6.264445,53.349056
WMS2796,Class B,ASHTOWN A,-6.3238,53.369552
WMS0730,Class A,SAINT KEVIN'S,-6.264397,53.331147
WMS3010,Class B,PEMBROKE EAST A,-6.228171,53.344099
WMS3495,Class B,PEMBROKE EAST B,-6.214508,53.333265
WMS4044,Cast Iron,BEAUMONT D,-6.218887,53.384263
WMS3233,Class B,RATHMINES WEST F,-6.274492,53.319661
WMS3335,Class B,WALKINSTOWN A,-6.333031,53.317562
WMS3801,Class B,KILMAINHAM C,-6.316259,53.340112
WMS0973,Class A,MANSION HOUSE B,-6.259265,53.341114
WMS4460,Cast Iron,DRUMFINN,-6.355897,53.351919
WMS0255,Class A,NORTH CITY,-6.261277,53.349675
WMS2078,Class B,BALLYMUN E,-6.273837,53.393163
WMS1340,Class A,EDENMORE,-6.181086,53.388613
WMS3711,Class B,CLONTARF WEST D,-6.237874,53.361627
WMS0537,Class A,ROYAL EXCHANGE A,-6.260365,53.3467
WMS0516,Class A,MERCHANTS QUAY E,-6.279474,53.331497
WMS1742,Bigbelly Bin,CABRA WEST D,-6.298444,53.361518
WMS0156,Class A,BOTANIC C,-6.258643,53.362806
WMS0823,Class A,MANSION HOUSE A,-6.256617,53.342727
WMS1685,Dog Bin,AYRFIELD,-6.178174,53.393047
WMS4078,Cast Iron,GRANGE B,-6.153021,53.398151
WMS4464,Cast Iron,CHAPELIZOD,-6.341645,53.347786
WMS0100,Class A,INNS QUAY A,-6.260445,53.360827
WMS3446,Class B,BALLYGALL C,-6.265404,53.388377
WMS3135,Class B,PEMBROKE WEST B,-6.237133,53.322388
WMS4591,Cast Iron,USHERS C,-6.287976,53.343389
WMS1726,Dog Bin,INNS QUAY C,-6.273215,53.347632
WMS4671,Cast Iron,MERCHANTS QUAY C,-6.279602,53.336601
WMS1634,Dog Bin,FINGLAS SOUTH B,-6.292844,53.379341
WMS1043,Class A,MANSION HOUSE B,-6.258763,53.343073
WMS2750,Class B,ASHTOWN A,-6.30624,53.370844
WMS0563,Class A,ROYAL EXCHANGE A,-6.265676,53.340833
WMS2934,Class B,INNS QUAY B,-6.267852,53.356331
WMS1659,Dog Bin,BALLYMUN F,-6.286995,53.395021
WMS0406,Class A,MERCHANTS QUAY E,-6.279423,53.331329
WMS2884,Class B,NORTH DOCK A,-6.241907,53.357924
WMS1153,Bigbelly Bin,BALLYBOUGH A,-6.246806,53.355016
WMS2440,Class B,RAHENY-FOXFIELD,-6.154016,53.385479
WMS1155,Bigbelly Bin,MOUNTJOY A,-6.249509,53.352258
WMS2489,Class B,RAHENY-St. ASSAM,-6.163651,53.378999
WMS3119,Class B,RATHMINES EAST A,-6.242413,53.325928
WMS0751,Class A,RATHMINES EAST A,-6.252709,53.331688
WMS2988,Class B,SAINT KEVIN'S,-6.267008,53.335205
WMS4458,Cast Iron,CARNA,-6.358181,53.342474
WMS1793,Class A,CLONTARF WEST D,-6.233707,53.358373
WMS1609,Bigbelly Bin,DRUMCONDRA SOUTH A,-6.253282,53.371138
WMS2326,Class B,GRACE PARK,-6.223376,53.376874
WMS3966,Class B,CABRA EAST B,-6.289777,53.363024
WMS1310,Class A,PEMBROKE EAST A,-6.226064,53.341618
WMS0492,Class A,ROYAL EXCHANGE A,-6.265462,53.34424
WMS3468,Class B,HARMONSTOWN A,-6.202062,53.385611
WMS0738,Class A,MANSION HOUSE B,-6.256422,53.337065
WMS1776,Class A,MANSION HOUSE A,-6.250438,53.345945
WMS2492,Class B,RAHENY-St. ASSAM,-6.165102,53.381137
WMS0961,Class A,RATHMINES WEST A,-6.264878,53.327244
WMS3910,Class B,CLONTARF WEST D,-6.239806,53.363096
WMS4017,Cast Iron,BALLYGALL A,-6.298352,53.388492
WMS2350,Class B,KILMORE C,-6.205005,53.391899
WMS1336,Class A,RATHMINES EAST A,-6.25278,53.324431
WMS2295,Class B,BEAUMONT B,-6.216124,53.385571
WMS4077,Cast Iron,GRANGE C,-6.15738,53.393537
WMS3945,Class B,WOOD QUAY A,-6.272298,53.338017
WMS3364,Class B,KIMMAGE A,-6.315019,53.319282
WMS4146,Cast Iron,NORTH DOCK C,-6.243928,53.352774
WMS2687,Class B,GRANGE D,-6.166703,53.390285
WMS3745,Class B,TERENURE B,-6.296161,53.314614
WMS2654,Class B,CLONTARF EAST A,-6.193981,53.37274
WMS0181,Class A,NORTH CITY,-6.25918,53.348543
WMS0719,Class A,SAINT KEVIN'S,-6.265419,53.334581
WMS2715,Class B,DRUMCONDRA SOUTH C,-6.264005,53.37604
WMS4130,Cast Iron,CABRA EAST C,-6.298217,53.352219
WMS0787,Class A,SOUTH DOCK,-6.248233,53.333535
WMS3873,Class B,CABRA EAST A,-6.2902,53.375928
WMS2656,Class B,CLONTARF EAST D,-6.213504,53.362809
WMS1297,Bigbelly Bin,MANSION HOUSE A,-6.248224,53.346924
WMS4023,Cast Iron,NORTH DOCK A,-6.238367,53.360244
WMS0393,Class A,GRANGE A,-6.163576,53.399302
WMS4596,Cast Iron,ROTUNDA A,-6.263358,53.356771
WMS3602,Class B,FINGLAS SOUTH B,-6.287785,53.378522
WMS4624,Cast Iron,MERCHANTS QUAY B,-6.281279,53.343093
WMS1158,Bigbelly Bin,MOUNTJOY A,-6.254792,53.353216
WMS4165,Cast Iron,NORTH DOCK C,-6.245909,53.348597
WMS0428,Class A,INNS QUAY C,-6.273916,53.345696
WMS2731,Class B,CABRA EAST A,-6.273231,53.367615
WMS2140,Class B,BALLYGALL C,-6.272097,53.379341
WMS0016,Class A,BALLYMUN D,-6.264038,53.395349
WMS0968,Class A,CHAPELIZOD,-6.343533,53.349
WMS3968,Class B,BEAUMONT F,-6.236144,53.380346
WMS2361,Class B,PRIORSWOOD D,-6.194044,53.396092
WMS0325,Class A,NORTH CITY,-6.266589,53.350174
WMS0324,Class A,NORTH CITY,-6.266225,53.35014
WMS0796,Class A,SOUTH DOCK,-6.246054,53.340319
WMS3849,Class B,DRUMFINN,-6.364938,53.345149
WMS3857,Class B,ASHTOWN A,-6.313522,53.370247
WMS4185,Cast Iron,ARRAN QUAY B,-6.284399,53.352897
WMS3549,Class B,FINGLAS NORTH C,-6.294306,53.39093
WMS3835,Class B,BOTANIC B,-6.270038,53.368078
WMS3637,Class B,KILMAINHAM B,-6.326746,53.342195
WMS2483,Class B,RAHENY-St. ASSAM,-6.169281,53.379842
WMS1420,Class A,CLONTARF EAST C,-6.204172,53.359846
WMS0197,Class A,NORTH DOCK C,-6.252331,53.348367
WMS1240,Bigbelly Bin,SOUTH DOCK,-6.236822,53.345799
WMS0363,Class A,NORTH CITY,-6.263061,53.346721
WMS2259,Class B,TERENURE D,-6.29369,53.303713
WMS2163,Class B,BALLYMUN D,-6.26413,53.392276
WMS2589,Class B,CLONTARF WEST D,-6.235226,53.36524
WMS3374,Class B,WALKINSTOWN A,-6.342106,53.325675
WMS2514,Class B,CLONTARF EAST E,-6.200486,53.373516
WMS3169,Class B,RATHFARNHAM,-6.262367,53.311085
WMS3918,Class B,BOTANIC A,-6.269886,53.375663
WMS0070,Class A,PHOENIX PARK,-6.295418,53.348206
WMS2365,Class B,KILMORE C,-6.211714,53.395197
WMS2681,Class B,CLONTARF WEST D,-6.235103,53.363358
WMS2294,Class B,BEAUMONT B,-6.21622,53.385158
WMS2471,Class B,GRANGE A,-6.176845,53.402433
WMS3580,Class B,KIMMAGE E,-6.297807,53.314076
WMS1091,Bigbelly Bin,ARRAN QUAY C,-6.27804,53.349618
WMS0115,Class A,NORTH DOCK C,-6.252109,53.350103
WMS2486,Class B,RAHENY-St. ASSAM,-6.157836,53.379008
WMS0518,Class A,ROYAL EXCHANGE B,-6.261065,53.340719
WMS1724,Bigbelly Bin,CABRA EAST A,-6.271795,53.364427
WMS4144,Cast Iron,NORTH DOCK C,-6.246158,53.354216
WMS4246,Cast Iron,ROTUNDA A,-6.257267,53.354184
WMS3252,Class B,TERENURE B,-6.295389,53.315189
WMS3577,Class B,WALKINSTOWN C,-6.323764,53.319994
WMS1355,Bigbelly Bin,BALLYMUN D,-6.264394,53.394482
WMS0546,Class A,ROYAL EXCHANGE B,-6.265479,53.340795
WMS3727,Class B,FINGLAS NORTH C,-6.292515,53.39474
WMS0385,Class A,NORTH CITY,-6.26365,53.347833
WMS3661,Class B,FINGLAS NORTH B,-6.311436,53.390554
WMS1121,Bigbelly Bin,NORTH CITY,-6.259957,53.347273
WMS1269,Bigbelly Bin,NORTH DOCK C,-6.24572,53.349497
WMS3830,Class B,CLONTARF WEST C,-6.222043,53.372751
WMS1161,Bigbelly Bin,SOUTH DOCK,-6.252005,53.33239
WMS0462,Class A,ROYAL EXCHANGE A,-6.267923,53.343599
WMS4126,Cast Iron,CABRA EAST C,-6.292366,53.355923
WMS2184,Class B,BALLYMUN D,-6.272304,53.395381
WMS0464,Class A,ROYAL EXCHANGE A,-6.267461,53.343952
WMS2717,Class B,DRUMCONDRA SOUTH C,-6.264713,53.375637
WMS3591,Class B,RAHENY-FOXFIELD,-6.155422,53.381177
WMS3955,Class B,KILMAINHAM B,-6.327814,53.342234
WMS2532,Class B,CLONTARF WEST A,-6.208972,53.375907
WMS3507,Class B,PEMBROKE WEST A,-6.231948,53.334304
WMS0566,Class A,ROYAL EXCHANGE A,-6.266057,53.339097
WMS3145,Class B,RATHMINES EAST B,-6.238443,53.316592
WMS3792,Class B,GRANGE A,-6.170836,53.400024
WMS1302,Bigbelly Bin,MANSION HOUSE A,-6.252508,53.347361
WMS3895,Class B,PEMBROKE EAST E,-6.230337,53.328985
WMS0097,Class A,INNS QUAY A,-6.262813,53.358482
WMS4462,Cast Iron,CHAPELIZOD,-6.343392,53.348296
WMS1282,Bigbelly Bin,NORTH DOCK B,-6.230102,53.348266
WMS3889,Class B,CLONTARF EAST D,-6.214608,53.361364
WMS2745,Class B,BOTANIC A,-6.282444,53.372311
WMS0610,Class A,ROYAL EXCHANGE B,-6.262123,53.340251
WMS3668,Class B,FINGLAS SOUTH A,-6.315663,53.384946
WMS0442,Class A,NORTH CITY,-6.267318,53.34735
WMS3202,Class B,RATHMINES WEST A,-6.279068,53.322816
WMS4145,Cast Iron,NORTH DOCK C,-6.244358,53.353093
WMS0332,Class A,NORTH CITY,-6.267752,53.349844
WMS0373,Class A,NORTH CITY,-6.261924,53.348197
WMS0161,Class A,NORTH CITY,-6.256358,53.350394
WMS3518,Class B,ARRAN QUAY A,-6.27375,53.356562
WMS3638,Class B,CRUMLIN B,-6.30524,53.328511
WMS0500,Class A,PEMBROKE WEST B,-6.234245,53.328294
WMS0769,Class A,WOOD QUAY B,-6.273612,53.329711
WMS0646,Class A,ROYAL EXCHANGE A,-6.261873,53.343597
WMS0676,Class A,MANSION HOUSE B,-6.255778,53.338766
WMS0303,Class A,ROTUNDA A,-6.262306,53.353642
WMS0254,Class A,NORTH CITY,-6.261103,53.349627
WMS1673,Dog Bin,ASHTOWN A,-6.318371,53.37575
WMS3846,Class B,KILMAINHAM C,-6.309117,53.340668
WMS3558,Class B,CABRA WEST B,-6.294519,53.370807
WMS3650,Class B,KIMMAGE A,-6.306433,53.320646
WMS2913,Class B,ARRAN QUAY A,-6.272557,53.360466
WMS2848,Class B,BALLYBOUGH B,-6.260913,53.359761
WMS4275,Cast Iron,MOUNTJOY A,-6.254606,53.353195
WMS2582,Class B,DRUMCONDRA SOUTH A,-6.238672,53.370836
WMS0017,Class A,BALLYMUN D,-6.264013,53.395087
WMS1780,Bigbelly Bin,GRANGE E,-6.176513,53.39105
WMS1205,Bigbelly Bin,NORTH DOCK B,-6.231921,53.347104
WMS3986,Class B,BOTANIC B,-6.263822,53.370143
WMS4478,Cast Iron,USHERS B,-6.288505,53.343559
WMS0589,Class A,WOOD QUAY A,-6.272168,53.340749
WMS3062,Class B,PEMBROKE WEST B,-6.233021,53.333377
WMS3269,Class B,TERENURE B,-6.285222,53.314581
WMS4027,Cast Iron,KILMORE A,-6.23116,53.399567
WMS2601,Class B,CLONTARF WEST D,-6.234065,53.363923
WMS2828,Class B,CABRA EAST C,-6.287187,53.357613
WMS2823,Class B,ASHTOWN B,-6.319045,53.366544
WMS0317,Class A,ROTUNDA B,-6.264141,53.352534
WMS3029,Class B,PEMBROKE EAST C,-6.207015,53.325367
WMS1242,Bigbelly Bin,SOUTH DOCK,-6.239426,53.34619
WMS3094,Class B,PEMBROKE WEST B,-6.242571,53.326385
WMS4586,Cast Iron,MANSION HOUSE B,-6.249906,53.339116
WMS2497,Class B,RAHENY-St. ASSAM,-6.172156,53.381021
WMS0904,Bigbelly Bin,PEMBROKE WEST B,-6.231778,53.32991
WMS3092,Class B,PEMBROKE WEST C,-6.249465,53.330003
WMS3667,Class B,FINGLAS SOUTH A,-6.312718,53.387053
WMS4705,Cast Iron,MERCHANTS QUAY B,-6.274918,53.341569
WMS2920,Class B,INNS QUAY B,-6.269839,53.359986
WMS3124,Class B,PEMBROKE EAST D,-6.231864,53.319529
WMS0223,Class A,NORTH CITY,-6.260231,53.35031
WMS3608,Class B,ASHTOWN A,-6.315207,53.372132
WMS2716,Class B,DRUMCONDRA SOUTH C,-6.264704,53.376604
WMS3278,Class B,CRUMLIN C,-6.284673,53.330651
WMS1457,Bigbelly Bin,ARRAN QUAY C,-6.278026,53.349334
WMS2093,Class B,BALLYGALL B,-6.286955,53.39023
WMS2508,Class B,CLONTARF EAST E,-6.195592,53.375366
WMS3665,Class B,FINGLAS SOUTH A,-6.308999,53.388445
WMS4623,Cast Iron,ROTUNDA A,-6.257751,53.352722
WMS0110,Class A,MOUNTJOY A,-6.25268,53.349782
WMS1722,Bigbelly Bin,WHITEHALL B,-6.256944,53.390745
WMS1334,Class A,RATHMINES EAST A,-6.253649,53.32483
WMS4659,Cast Iron,MERCHANTS QUAY B,-6.274632,53.341169
WMS2198,Class B,WHITEHALL B,-6.257467,53.38904
WMS3746,Class B,TERENURE C,-6.300734,53.306532
WMS2749,Class B,BOTANIC A,-6.271756,53.367423
WMS3536,Class B,BEAUMONT E,-6.217691,53.376176
WMS3796,Class B,KIMMAGE C,-6.276337,53.328707
WMS4239,Cast Iron,ROTUNDA A,-6.257045,53.354102
WMS4019,Cast Iron,BALLYGALL A,-6.299245,53.38922
WMS0484,Class A,ROYAL EXCHANGE A,-6.260916,53.344672
WMS2171,Class B,BALLYMUN C,-6.263717,53.392257
WMS1268,Dog Bin,GRANGE A,-6.172118,53.392129
WMS0226,Class A,NORTH CITY,-6.260463,53.350803
WMS0482,Class A,ROYAL EXCHANGE A,-6.259968,53.344234
WMS2351,Class B,KILMORE C,-6.204132,53.392774
WMS1473,Class A,NORTH CITY,-6.258647,53.350008
WMS4638,Cast Iron,CABRA EAST C,-6.29111,53.3567
WMS4351,Cast Iron,MANSION HOUSE B,-6.253197,53.335468
WMS0193,Class A,NORTH DOCK C,-6.254709,53.348785
WMS3604,Class B,BALLYGALL A,-6.298882,53.388949
WMS4124,Cast Iron,CABRA EAST C,-6.289953,53.357104
WMS1427,Class A,NORTH CITY,-6.262932,53.350619
WMS0237,Class A,NORTH CITY,-6.260887,53.350764
WMS1772,Class A,ROYAL EXCHANGE B,-6.261139,53.343034
WMS4229,Cast Iron,MOUNTJOY B,-6.255318,53.35491
WMS2133,Class B,CRUMLIN F,-6.32008,53.324967
WMS2825,Class B,CABRA EAST C,-6.293755,53.356023
WMS2662,Class B,CLONTARF EAST C,-6.202088,53.362915
WMS1411,Class A,CLONTARF EAST B,-6.191732,53.357913
WMS2895,Cast Iron,NORTH DOCK B,-6.227073,53.353565
WMS0384,Class A,NORTH CITY,-6.263772,53.348028
WMS0712,Class A,ROYAL EXCHANGE B,-6.265394,53.336544
WMS4662,Cast Iron,MERCHANTS QUAY B,-6.273844,53.339955
WMS1304,Bigbelly Bin,MANSION HOUSE A,-6.253295,53.347349
WMS1624,Class A,ROYAL EXCHANGE B,-6.259826,53.342237
WMS2889,Class B,NORTH DOCK B,-6.23469,53.355366
WMS2204,Class B,WHITEHALL A,-6.250745,53.384734
WMS4289,Cast Iron,MOUNTJOY A,-6.253322,53.351505
WMS4446,Cast Iron,PEMBROKE WEST C,-6.249168,53.329622
WMS1109,Bigbelly Bin,NORTH CITY,-6.267672,53.345947
WMS2959,Class B,INNS QUAY B,-6.267365,53.354462
WMS4048,Cast Iron,BEAUMONT B,-6.223049,53.386472
WMS4396,Cast Iron,MANSION HOUSE A,-6.248753,53.342888
WMS3469,Class B,PHOENIX PARK,-6.29867,53.348297
WMS3869,Class B,PEMBROKE WEST A,-6.234163,53.337074
WMS1633,Dog Bin,FINGLAS SOUTH B,-6.298489,53.378391
WMS4339,Cast Iron,SOUTH DOCK,-6.247337,53.335568
WMS0585,Class A,WOOD QUAY A,-6.272175,53.340484
WMS1438,Bigbelly Bin,CLONTARF EAST A,-6.178196,53.376295
WMS1270,Bigbelly Bin,NORTH DOCK C,-6.24576,53.349301
WMS0695,Class A,SAINT KEVIN'S,-6.263081,53.336638
WMS1705,Dog Bin,RATHFARNHAM,-6.274575,53.310374
WMS3282,Class B,KILMAINHAM C,-6.307706,53.340201
WMS4149,Cast Iron,NORTH DOCK C,-6.24261,53.351608
WMS1210,Bigbelly Bin,NORTH DOCK B,-6.238034,53.347313
WMS4141,Cast Iron,BALLYBOUGH A,-6.248744,53.356368
WMS0841,Class A,MANSION HOUSE A,-6.245022,53.343171
WMS1175,Bigbelly Bin,PEMBROKE EAST B,-6.215411,53.33244
WMS3439,Class B,INCHICORE B,-6.343682,53.327881
WMS0008,Class A,BALLYMUN D,-6.264341,53.39609
WMS1326,Class A,RATHMINES WEST C,-6.264697,53.32008
WMS4069,Cast Iron,PRIORSWOOD E,-6.21362,53.402126
WMS1352,Bigbelly Bin,BALLYGALL C,-6.265377,53.384961
WMS3225,Class B,TERENURE B,-6.282836,53.311792
WMS2423,Class B,EDENMORE,-6.184103,53.390264
WMS2246,Class B,KILMORE A,-6.234949,53.397728
WMS4192,Cast Iron,ARRAN QUAY C,-6.281854,53.350165
WMS3250,Class B,KIMMAGE C,-6.293626,53.326292
WMS1418,Class A,CLONTARF EAST C,-6.19786,53.358998
WMS3674,Class B,CRUMLIN D,-6.304807,53.327264
WMS4602,Cast Iron,MERCHANTS QUAY A,-6.273558,53.343315
WMS2051,Class B,FINGLAS NORTH B,-6.30088,53.387857
WMS4140,Cast Iron,INNS QUAY A,-6.267402,53.360338
WMS2147,Class B,WHITEHALL A,-6.264889,53.387337
WMS2320,Class B,CLONTARF WEST B,-6.215199,53.377351
WMS1384,Bigbelly Bin,PEMBROKE EAST A,-6.213642,53.334732
WMS0999,Class A,ROYAL EXCHANGE B,-6.260777,53.341224
WMS4312,Cast Iron,ARRAN QUAY C,-6.282401,53.346643
WMS3337,Class B,WALKINSTOWN A,-6.331216,53.321292
WMS1723,Bigbelly Bin,BALLYMUN A,-6.277075,53.400122
WMS0928,Bigbelly Bin,PEMBROKE WEST C,-6.242504,53.333071
WMS2534,Class B,CLONTARF WEST B,-6.217963,53.374002
WMS3224,Class B,TERENURE B,-6.283077,53.311091
WMS1299,Bigbelly Bin,MANSION HOUSE A,-6.250614,53.347102
WMS3901,Class B,PEMBROKE EAST E,-6.223033,53.326842
WMS4163,Cast Iron,MANSION HOUSE B,-6.251808,53.33722
WMS3659,Class B,FINGLAS NORTH C,-6.296492,53.391757
WMS1184,Bigbelly Bin,MOUNTJOY A,-6.252558,53.353802
WMS0099,Class A,INNS QUAY A,-6.260993,53.360246
WMS3194,Class B,RATHFARNHAM,-6.267169,53.306146
WMS2500,Class B,RAHENY-St. ASSAM,-6.168643,53.379477
WMS3924,Class B,BALLYGALL C,-6.278358,53.390359
WMS0990,Class A,MERCHANTS QUAY A,-6.274366,53.345065
WMS2346,Class B,KILMORE A,-6.229205,53.397672
WMS4190,Cast Iron,ARRAN QUAY C,-6.282217,53.348307
WMS4381,Cast Iron,MANSION HOUSE B,-6.251356,53.339418
WMS2343,Class B,KILMORE C,-6.197328,53.390604
WMS2984,Class B,SAINT KEVIN'S,-6.2683,53.332982
WMS3974,Class B,USHERS E,-6.294398,53.334287
WMS3238,Class B,RATHFARNHAM,-6.273012,53.306339
WMS0182,Class A,NORTH CITY,-6.259132,53.348407
WMS3811,Class B,PEMBROKE WEST A,-6.236507,53.33928
WMS2122,Class B,BALLYGALL B,-6.276377,53.383138
WMS1288,Bigbelly Bin,SOUTH DOCK,-6.241609,53.346269
WMS4655,Cast Iron,WOOD QUAY A,-6.270785,53.340588
WMS2181,Class B,BALLYMUN A,-6.276387,53.399714
WMS4193,Cast Iron,ARRAN QUAY E,-6.282212,53.350716
WMS4268,Cast Iron,MOUNTJOY A,-6.250602,53.355911
WMS0553,Class A,ROYAL EXCHANGE A,-6.264295,53.34321
WMS0326,Class A,NORTH CITY,-6.26689,53.350101
WMS3925,Class B,BALLYMUN F,-6.286404,53.393412
WMS1349,Class A,KIMMAGE D,-6.293034,53.321007
WMS4621,Cast Iron,USHERS C,-6.289218,53.343337
WMS1171,Bigbelly Bin,RATHMINES WEST E,-6.282727,53.310124
WMS4070,Cast Iron,GRANGE A,-6.169561,53.397208
WMS3529,Class B,WHITEHALL C,-6.246383,53.390036
WMS0060,Class A,CLONTARF EAST B,-6.179027,53.362467
WMS0476,Class A,ROYAL EXCHANGE A,-6.263535,53.344121
WMS1604,Bigbelly Bin,SOUTH DOCK,-6.231591,53.345588
WMS0312,Class A,ROTUNDA B,-6.265462,53.353441
WMS0131,Class A,MOUNTJOY A,-6.250992,53.351355
WMS0244,Class A,NORTH CITY,-6.260071,53.348834
WMS1218,Bigbelly Bin,NORTH DOCK C,-6.244349,53.347652
WMS0128,Class A,MOUNTJOY A,-6.249979,53.352529
WMS4240,Cast Iron,ROTUNDA A,-6.258749,53.35366
WMS0743,Class A,MANSION HOUSE B,-6.255942,53.335192
WMS3041,Class B,PEMBROKE EAST B,-6.222136,53.332823
WMS2239,Class B,WHITEHALL C,-6.244073,53.387714
WMS3842,Class B,SOUTH DOCK,-6.233134,53.341818
WMS3663,Class B,FINGLAS NORTH B,-6.309787,53.395696
WMS3547,Class B,DRUMCONDRA SOUTH A,-6.238733,53.37048
WMS1123,Bigbelly Bin,NORTH CITY,-6.257518,53.347808
WMS0946,Class A,RATHMINES WEST B,-6.264996,53.325483
WMS0976,Class A,MERCHANTS QUAY A,-6.274145,53.343413
WMS4365,Cast Iron,SOUTH DOCK,-6.239293,53.33844
WMS1272,Dog Bin,NORTH DOCK C,-6.240996,53.348199
WMS2670,Class B,CLONTARF EAST C,-6.202379,53.360077
WMS2388,Class B,AYRFIELD,-6.184622,53.399402
WMS2241,Class B,WHITEHALL D,-6.242418,53.386503
WMS1143,Bigbelly Bin,ROYAL EXCHANGE A,-6.264731,53.345421
WMS1740,Bigbelly Bin,CLONTARF EAST B,-6.195843,53.358848
WMS1018,Class A,NORTH CITY,-6.260273,53.349867
WMS2548,Class B,CLONTARF WEST C,-6.224343,53.370197
WMS2830,Class B,PHOENIX PARK,-6.301865,53.348244
WMS3682,Class B,DRUMCONDRA SOUTH A,-6.239918,53.366607
WMS1350,Class A,RATHMINES EAST D,-6.253865,53.32471
WMS0245,Class A,NORTH CITY,-6.25997,53.348583
WMS0129,Class A,MOUNTJOY A,-6.250486,53.351333
WMS1385,Bigbelly Bin,RATHMINES WEST B,-6.265338,53.323655
WMS4459,Cast Iron,KILMAINHAM B,-6.309503,53.342054
WMS3568,Class B,BOTANIC B,-6.268963,53.36968
WMS4000,Class B,BEAUMONT A,-6.237008,53.387944
WMS0242,Class A,NORTH CITY,-6.261592,53.348918
WMS1752,Bigbelly Bin,INNS QUAY A,-6.271814,53.364277
WMS0564,Class A,ROYAL EXCHANGE A,-6.265864,53.339912
WMS0559,Class A,ROYAL EXCHANGE A,-6.264455,53.34312
WMS3867,Class B,PEMBROKE EAST A,-6.219029,53.33762
WMS3989,Class B,SAINT KEVIN'S,-6.268755,53.336145
WMS3837,Class B,BALLYMUN F,-6.282426,53.390605
WMS2435,Class B,RAHENY-GREENDALE,-6.147371,53.386839
WMS4031,Cast Iron,KILMORE A,-6.231027,53.40042
WMS1443,Bigbelly Bin,SAINT KEVIN'S,-6.265411,53.336034
WMS0477,Class A,ROYAL EXCHANGE A,-6.26322,53.344132
WMS2722,Class B,CABRA EAST A,-6.272546,53.362747
WMS4113,Cast Iron,WHITEHALL A,-6.258103,53.377711
WMS3675,Class B,WALKINSTOWN C,-6.319846,53.322682
WMS1348,Class A,KIMMAGE C,-6.291446,53.320092
WMS2956,Class B,INNS QUAY C,-6.270656,53.346444
WMS0214,Class A,NORTH CITY,-6.259364,53.348306
WMS3559,Class B,GRANGE C,-6.155936,53.391654
WMS4402,Cast Iron,MANSION HOUSE A,-6.248677,53.344867
WMS2843,Class B,GRACE PARK,-6.221808,53.373134
WMS2921,Class B,INNS QUAY A,-6.269619,53.359723
WMS1405,Class A,MERCHANTS QUAY D,-6.27336,53.336184
WMS2360,Class B,PRIORSWOOD D,-6.192453,53.396034
WMS0295,Class A,NORTH CITY,-6.266155,53.347674
WMS2734,Class B,CABRA EAST A,-6.285486,53.370485
WMS1222,Bigbelly Bin,NORTH DOCK C,-6.249435,53.34799
WMS0967,Bigbelly Bin,KILMAINHAM B,-6.308577,53.34193
WMS3526,Class B,GRANGE A,-6.171408,53.40006
WMS1729,Bigbelly Bin,PEMBROKE WEST C,-6.240167,53.337409
WMS0265,Class A,NORTH CITY,-6.259701,53.349818
WMS3025,Class B,PEMBROKE EAST C,-6.208831,53.328919
WMS2334,Class B,KILMORE D,-6.199495,53.388085
WMS0426,Class A,INNS QUAY C,-6.272233,53.346006
WMS4195,Cast Iron,ARRAN QUAY E,-6.283264,53.351554
WMS2774,Class B,CABRA EAST C,-6.288895,53.357359
WMS1243,Bigbelly Bin,SOUTH DOCK,-6.239489,53.346012
WMS2929,Class B,INNS QUAY B,-6.265197,53.357848
WMS3699,Class B,BALLYMUN A,-6.281513,53.403933
WMS1273,Bigbelly Bin,NORTH DOCK C,-6.24121,53.348261
WMS3301,Class B,KILMORE D,-6.214932,53.391396
WMS1011,Class A,NORTH CITY,-6.262844,53.351761
WMS2529,Class B,CLONTARF WEST B,-6.210007,53.373083
WMS3091,Class B,PEMBROKE EAST D,-6.210015,53.317609
WMS4167,Cast Iron,NORTH DOCK C,-6.245626,53.350099
WMS4356,Cast Iron,SAINT KEVIN'S,-6.257697,53.33503
WMS4216,Cast Iron,ROTUNDA A,-6.261694,53.355555
WMS3800,Class B,CRUMLIN C,-6.294457,53.331551
WMS1680,Dog Bin,HARMONSTOWN A,-6.19308,53.384532
WMS3980,Class B,CRUMLIN B,-6.303687,53.328884
WMS0966,Bigbelly Bin,KILMAINHAM B,-6.308346,53.34191
WMS0669,Class A,ROYAL EXCHANGE B,-6.2641,53.341933
WMS4120,Cast Iron,CLONTARF EAST D,-6.209745,53.363617
WMS3806,Class B,ASHTOWN A,-6.315928,53.373535
WMS4632,Cast Iron,PEMBROKE EAST A,-6.21031,53.337465
WMS2855,Class B,BALLYBOUGH A,-6.243754,53.360594
WMS1426,Class A,NORTH CITY,-6.263293,53.351082
WMS3327,Class B,CRUMLIN D,-6.302474,53.329002
WMS2473,Class B,HARMONSTOWN B,-6.194143,53.382636
WMS3517,Class B,BEAUMONT B,-6.228848,53.385701
WMS2564,Class B,DRUMCONDRA SOUTH C,-6.255883,53.376917
WMS0388,Class A,NORTH CITY,-6.263296,53.347161
WMS4361,Cast Iron,SAINT KEVIN'S,-6.25728,53.335871
WMS0431,Class A,ARRAN QUAY C,-6.278548,53.346359
WMS1789,Bigbelly Bin,CLONTARF WEST D,-6.234403,53.363641
WMS3274,Class B,CRUMLIN C,-6.297105,53.326436
